2.901900000000000546e+01,3.251881104033970615e+01,1.128599999999999959e+01,2.560374083129584477e+01,3.620627272727273294e+01,2.128466666666666640e+01,2.830646067415730016e+01,3.553119469026548671e+01,1.432864048338368512e+01,2.827769072164948483e+01,5.764439024390244271e+01,4.958063157894737571e+01,4.938547406082289370e+01,4.739233333333333320e+01,2.578777777777777658e+01,3.166272727272727039e+01
3.001750000000000185e+01,3.013019402985074890e+01,1.133481081081081143e+01,2.603680555555555642e+01,3.948252336448597077e+01,2.803730158730158450e+01,3.046036619718309879e+01,3.643123711340206228e+01,1.249130293159609018e+01,2.663414893617020951e+01,4.430592178770950085e+01,3.752152046783625394e+01,3.926138790035587789e+01,4.538247104247103891e+01,2.352687499999999687e+01,4.299875000000000114e+01
2.240607142857142975e+01,3.088770689655172319e+01,1.069115151515151574e+01,2.608825814536340815e+01,3.556169354838708330e+01,2.484057692307691667e+01,2.743118980169971266e+01,3.941850746268656991e+01,1.353642857142857103e+01,2.724782359679267074e+01,5.069738888888888084e+01,4.322252577319588340e+01,4.514387037037037231e+01,3.807356557377049455e+01,2.562117647058823522e+01,1.743727272727273103e+01
2.849161290322580342e+01,3.155897968936679021e+01,1.188631313131313050e+01,2.431752487562189202e+01,3.247555555555555173e+01,2.549207317073170742e+01,2.944728997289973194e+01,3.806127962085308525e+01,1.406465625000000230e+01,2.924079089924160257e+01,5.621592592592591586e+01,4.718638613861386233e+01,4.562777378815080453e+01,3.855441558441558669e+01,3.138277777777778255e+01,2.448846153846153584e+01
2.586071428571428754e+01,3.137974177831912215e+01,1.273987499999999962e+01,2.602616321559074564e+01,4.531057692307692264e+01,2.600720000000000098e+01,2.865133689839572639e+01,3.227773399014778022e+01,1.346498442367601278e+01,2.752608944954128489e+01,5.344382978723404420e+01,3.971000000000000085e+01,4.439985321100917304e+01,4.504452755905511907e+01,2.628692307692307395e+01,2.549133333333332985e+01
2.517192307692307907e+01,3.326859999999999928e+01,1.251732240437158339e+01,2.610331670822942840e+01,3.881836734693877133e+01,2.978500000000000014e+01,3.158853018372703403e+01,3.539817258883248030e+01,1.452583577712609753e+01,2.904506772009029447e+01,6.568497267759563840e+01,4.663357575757575546e+01,5.061359066427289122e+01,4.058732510288066209e+01,2.993818181818182111e+01,2.167666666666666941e+01
2.123800000000000310e+01,2.947913960252060050e+01,1.218065573770492094e+01,2.568121506682867761e+01,3.161252873563218202e+01,2.378769230769231058e+01,2.772345108695651916e+01,3.686344537815126188e+01,1.328710843373493944e+01,2.672980855855855964e+01,4.692120481927710784e+01,3.544261627906976742e+01,4.053736538461538430e+01,4.270442804428044070e+01,2.334923076923076479e+01,1.895083333333332831e+01
2.100799999999999912e+01,3.244137168141593008e+01,1.084097142857142693e+01,2.426582995951416777e+01,3.045164705882352152e+01,2.637024096385542649e+01,3.143747899159663817e+01,3.484647058823529164e+01,1.363468531468531708e+01,2.900118463180362838e+01,6.451326203208556365e+01,4.421188172043010667e+01,4.409459962756051254e+01,4.890901098901098720e+01,2.125384615384615472e+01,2.082000000000000028e+01
3.251296296296296617e+01,3.473838570400575776e+01,1.239554347826086733e+01,2.498233782129742764e+01,4.404137931034482989e+01,2.788327868852459090e+01,3.060708994708994624e+01,3.308770408163265841e+01,1.394506410256410511e+01,2.920020386266094548e+01,5.777184210526315411e+01,5.905605555555555952e+01,5.926604895104895121e+01,4.606539033457249133e+01,2.254142857142857181e+01,3.600300000000000011e+01
2.502199999999999847e+01,3.117939217116460071e+01,1.147841584158415706e+01,2.570430395913154697e+01,3.679142857142856826e+01,2.406295774647887242e+01,2.858451515151514855e+01,3.942349775784752808e+01,1.425016901408450742e+01,2.737869714285714196e+01,5.008232804232803659e+01,4.442583333333332263e+01,4.534448943661971754e+01,4.216935361216729916e+01,2.815124999999999744e+01,2.293583333333333130e+01
