1.606736842105263463e+01,2.656618065433855236e+01,8.548993710691823011e+00,2.771106355382620023e+01,4.679464285714285410e+01,2.312914285714285612e+01,2.849152173913043740e+01,4.030132231404958532e+01,6.657435897435898475e+00,1.843970425138632052e+01,4.203246666666667153e+01,2.558181818181818556e+01,2.990273224043715317e+01,4.055590909090908980e+01,1.606736842105263463e+01,nan
1.520730769230769219e+01,2.599140014738393489e+01,8.224039735099337278e+00,2.684077028885831950e+01,3.799942857142857378e+01,2.383166666666666700e+01,2.668647416413373819e+01,3.936662921348314370e+01,7.019292929292929806e+00,1.855741219963031696e+01,3.777849673202614866e+01,2.285421052631578576e+01,2.960472392638036609e+01,4.579510869565216780e+01,1.520730769230769219e+01,nan
1.498500000000000121e+01,2.748625089863407567e+01,8.271951219512194697e+00,2.705764375876578143e+01,4.700085714285714289e+01,2.399333333333333584e+01,2.879453124999999858e+01,4.329446886446886111e+01,7.104661016949151531e+00,1.996469565217391562e+01,4.096148148148148493e+01,2.407413333333333227e+01,3.156595959595959755e+01,4.692970873786408248e+01,1.498500000000000121e+01,nan
1.439080000000000226e+01,2.534909425625920321e+01,8.892123287671232390e+00,2.382427385892115623e+01,3.648088235294117965e+01,3.045256410256410007e+01,2.995672839506172735e+01,4.891873983739838394e+01,6.945217391304348453e+00,1.504119705340700008e+01,3.878488372093023173e+01,2.222644736842105218e+01,2.879605882352941038e+01,4.119873684210526932e+01,1.439080000000000226e+01,nan
1.548941176470588132e+01,2.579763694951664377e+01,8.724140127388535504e+00,2.568365145228215596e+01,4.345864864864864785e+01,2.412512195121951208e+01,2.852321212121212213e+01,3.839537848605577608e+01,6.839454545454545453e+00,1.930377816291160897e+01,3.925416107382549313e+01,2.581519379844961648e+01,2.869216216216216253e+01,3.931855769230769226e+01,1.548941176470588132e+01,nan
1.361600000000000321e+01,2.533824477830707522e+01,8.413687943262411650e+00,2.608119505494505574e+01,5.182078947368421495e+01,2.189583333333332860e+01,2.819082278481012338e+01,3.632240000000000180e+01,7.330208333333334103e+00,1.790855172413792928e+01,4.038666666666667027e+01,2.520238095238094900e+01,2.970372222222222192e+01,3.267079207920792783e+01,1.361600000000000321e+01,nan
1.403200000000000003e+01,2.534118950868120024e+01,8.782296296296294713e+00,2.745442231075697137e+01,3.913404761904762097e+01,1.402259259259259494e+01,2.711489864864864785e+01,3.425215517241379359e+01,6.704786324786324414e+00,1.908151119402984719e+01,3.631283783783783292e+01,2.329082802547770470e+01,2.978647435897436324e+01,3.754870370370370125e+01,1.403200000000000003e+01,nan
1.413333333333333108e+01,2.521435171385990870e+01,1.025734177215189824e+01,2.368510638297872362e+01,4.671354838709677182e+01,2.551448979591836519e+01,2.738534743202416522e+01,4.003850000000000620e+01,6.998737864077669180e+00,1.845123809523809300e+01,4.058467153284671980e+01,2.056818181818181657e+01,2.992967032967033347e+01,4.428989999999998872e+01,1.413333333333333108e+01,nan
1.461227272727272819e+01,2.594086608442503561e+01,8.631347517730496577e+00,2.653662143826322506e+01,3.957848484848485526e+01,2.907354838709677480e+01,2.885241486068111527e+01,4.092145922746781395e+01,7.112413793103448789e+00,1.866736936936936786e+01,3.845536912751678216e+01,1.917858064516129346e+01,2.946906976744186224e+01,4.362087378640777757e+01,1.461227272727272819e+01,nan
1.167263157894736736e+01,2.699955514705882109e+01,8.772253521126758713e+00,2.780866022099447576e+01,3.683368421052631447e+01,2.036606060606060353e+01,2.679352409638554278e+01,4.305250996015936238e+01,6.706904761904762147e+00,1.916266187050359449e+01,3.978909090909090907e+01,2.102315384615384630e+01,2.804018518518518732e+01,4.969657894736842252e+01,1.167263157894736736e+01,nan
1.590583333333333194e+01,2.624488754016422831e+01,8.704488188976377216e+00,2.806451700680271699e+01,4.074473684210526869e+01,2.127571428571428669e+01,2.474053125000000009e+01,3.699467353951889947e+01,7.586238532110091803e+00,1.964147509578543804e+01,3.934512499999999591e+01,2.207517441860464658e+01,3.026760416666666842e+01,3.820389999999999731e+01,1.590583333333333194e+01,nan
1.071649999999999814e+01,2.581749281609195279e+01,8.848776978417264516e+00,2.582165487977368556e+01,4.668793103448276582e+01,2.747409090909090068e+01,2.818784530386740173e+01,3.788973684210526471e+01,6.788207547169810674e+00,1.944550877192982341e+01,3.560753086419752833e+01,2.404718309859154957e+01,3.166491978609625590e+01,3.774435185185185304e+01,1.071649999999999814e+01,nan
1.376192307692307715e+01,2.692961622013034173e+01,8.980955414012740334e+00,2.544080459770115255e+01,5.363354838709678774e+01,2.216785714285714448e+01,3.017057692307692207e+01,4.439301115241635642e+01,7.070707070707069164e+00,1.816806338028168710e+01,3.888085106382978751e+01,2.380322368421052559e+01,3.193899441340781920e+01,4.721836206896552568e+01,1.376192307692307715e+01,nan
1.202708333333333179e+01,2.625898839738941604e+01,8.755769230769232081e+00,2.538279710144927748e+01,4.773999999999999488e+01,2.058645161290322889e+01,2.861429042904290654e+01,3.902876325088339371e+01,7.286421052631578021e+00,1.922764184397162879e+01,3.591793893129771220e+01,2.479689189189188880e+01,3.184456410256409953e+01,4.269037878787879237e+01,1.202708333333333179e+01,nan
1.310545454545454547e+01,2.634608315098467912e+01,8.064999999999997726e+00,2.563767507002801693e+01,4.596499999999999631e+01,1.785176470588234920e+01,3.031429022082019387e+01,4.460388888888888914e+01,6.872745098039216849e+00,1.723394785847300170e+01,4.109052631578947512e+01,1.922598591549295932e+01,2.930524038461538439e+01,4.530384615384615898e+01,1.310545454545454547e+01,nan
1.228272727272727316e+01,2.634714598540145758e+01,9.132397260273972250e+00,2.567518950437317926e+01,4.372926829268293147e+01,3.048733333333333562e+01,2.798029239766081844e+01,4.105803088803088485e+01,6.432233009708737903e+00,1.875976702508960869e+01,4.091823999999999018e+01,2.598580152671755528e+01,3.223344660194175049e+01,3.660275510204081684e+01,1.228272727272727316e+01,nan
1.040333333333333243e+01,2.554711819887429769e+01,7.830915492957746693e+00,2.501068493150685157e+01,4.390916666666666401e+01,1.766874999999999929e+01,2.876653465346534233e+01,3.696182509505702996e+01,6.946067415730336592e+00,2.025994604316546699e+01,3.737823943661971526e+01,2.350149606299211769e+01,2.834813471502591042e+01,3.562427350427350348e+01,1.040333333333333243e+01,nan
1.662450000000000117e+01,2.623306859205776220e+01,8.503493150684933610e+00,2.476726256983240404e+01,3.857883720930232130e+01,2.366933333333332712e+01,3.319561253561253267e+01,3.931048148148148158e+01,7.413899999999999935e+00,1.887111111111111228e+01,3.697266187050360031e+01,2.390896551724138064e+01,3.068582352941176694e+01,3.722567567567567437e+01,1.662450000000000117e+01,nan
1.554391304347826264e+01,2.510962829303500499e+01,8.049782608695650765e+00,2.626211459754433619e+01,4.690585365853658573e+01,2.203357142857142748e+01,2.673236363636363677e+01,3.927940000000000254e+01,6.737685185185184444e+00,1.663498269896193804e+01,4.054443661971830437e+01,2.301059259259258738e+01,2.799135416666666742e+01,3.599374999999999858e+01,1.554391304347826264e+01,nan
